Username,Label,Tweet
RepMonicaDLC,1,"Continuing to send prayers to our friends in Israel after a harrowing night. 🇺🇸 🇮🇱"
RepMonicaDLC,1,"I’m praying for the people of Israel tonight. 🇺🇸 America stands for peace and stands with Israel. 🇮🇱"
RepMonicaDLC,1,"The water situation in South Texas is a crisis. Yesterday's meeting with the Secretary of State is an important step in holding Mexico accountable to the 1944 water treaty. https://t.co/GappiCQb08"
RepMonicaDLC,1,"RT @SandraESanchez: ON THE BORDER: I spoke with @RepGonzalez @RepMonicaDLC today who today spoke with @SecBlinken about Mexico’s water debt…"
RepMonicaDLC,1,"I am pleased @SecBlinken has engaged on this issue, and I hope he puts the full might of the U.S. government behind efforts to make Mexico abide by the 1944 treaty. https://t.co/EvKUXLUzSy https://t.co/VA9jb2XAfl"
RepMonicaDLC,1,"Don't forget -- Monday is Tax Day. File your taxes or apply for an extension before the deadline. https://t.co/ZGi00TgRsH"
RepMonicaDLC,1,"The Strengthen Taxpayer Rights Act is simple -- it ensures a fair and just appeals process with the IRS. https://t.co/dlpcgMugcT"
RepMonicaDLC,1,"I am proud to secure $1 million for the elevated water storage tank repair in Alice. https://t.co/wl23TFo17L"
RepMonicaDLC,1,"My staff attended the March meeting of the @foodbankrgv, where they learned about the Food Bank’s Mobile Emergency Response Unit. Thank you to everyone at the Food Bank for serving Pharr and the greater RGV region. https://t.co/IHsTRs0kwo"
RepMonicaDLC,1,"Calling all artists! The 2024 Congressional Art Competition is accepting applications now through the end of next week. Are you a high school artist living in the 15th District? Submit your art for a chance to have it displayed in the Capitol for one year. Get more info at… https://t.co/lk3XuklFOQ https://t.co/OINQ7b0ayB"
RepMonicaDLC,1,"Need help with the federal government? Staff mobile office hours come to Floresville and Wilson County tomorrow from 1:30 to 4 p.m. at Sam Fore Jr. Public Library, 1103 4th St, Floresville. UPDATE: Falfurrias/Brooks County staff mobile office hours are rescheduled to next week. https://t.co/kSuNd9sUTN"
RepMonicaDLC,1,"If you plan to view the eclipse today, take precautions to protect your eyes and those around you. Follow these safety tips and find more at: https://t.co/fHp3YmwHVV https://t.co/5LZIGxLUIG"
RepMonicaDLC,1,"RT @texasbankersCEO: The 103rd @texasbankers Ag &amp; Rural Affairs Conf honors @RepMonicaDLC with the JF Miller Leadership Award for support o…"
RepMonicaDLC,1,"The millions in funding secured for @mcallenairport will positively impact all residents of South Texas. The sky is truly the limit for MFE, our region’s gateway to the world, and these funds will expand opportunity and investment. https://t.co/LZgD7TdvYV"
RepMonicaDLC,1,"It was with excitement and gratitude today that I announced $7 million for @mcallenairport. This funding isn't just about numbers on paper; it's about progress, opportunity, and investment in our region's future. As residents of Hidalgo County, it's OUR tax dollars coming back to… https://t.co/cG4DvwveGH https://t.co/8uZyjzeRUT"
RepMonicaDLC,1,"On Monday, my team presented Christian Mendez from Boy Scout Troop 84 in Mission with a letter and coin for earning the coveted Eagle Scout badge. Well done, Christian! https://t.co/Qi0QQY6mk4"
RepMonicaDLC,1,"I am proud to secure $2 million for the San Juan Northside Park Youth and Recreation Center. https://t.co/2G8mfYuU84"
RepMonicaDLC,1,"In a recent letter to @POTUS, I joined my House colleagues representing small businesses and family farms nationwide to express deep concern over the proposed revenue measures in the FY2025 Budget Request. These measures unfairly burden the backbone of the nation's economy.… https://t.co/HbrcorLU1n https://t.co/4qDp1yf8TE"
RepMonicaDLC,1,"Happy Easter! https://t.co/q0SjjsJr0X"
RepMonicaDLC,1,"I am proud to secure $1 million for the Anzalduas Bridge Expansion Project. https://t.co/fGjgfjJ34e"
RepMonicaDLC,1,"It was a pleasure to meet this week with McAllen City Manager Roy Rodriguez (left) and leadership from the city. Meetings like these are informative as I work on behalf of TX-15. https://t.co/Lkn5NDT6iP"
RepMonicaDLC,1,"It was a surprise and an honor to be recognized at Vanguard Academy’s “Women in History” event this morning. Congratulations to all the recipients, and thank you to Vanguard’s faculty, staff, and students for this award. https://t.co/I9WR8MMRr2"
RepMonicaDLC,1,"Are you a farmer or rancher in Guadalupe, Jim Wells, Karnes, Live Oak, or Wilson Counties? You may be eligible for drought disaster assistance. Find out more at https://t.co/DqgAvGs2kp now. https://t.co/i3z2fZqwMH"
RepMonicaDLC,1,"I am proud to secure $1 million for Pharr's Lift Station Expansion. https://t.co/MXEWz2tTHZ"
RepMonicaDLC,1,"I was honored to meet this week with the Farmers' Rice Cooperative, which included individuals who have dedicated decades to rice farming. Thank you for your devotion to agriculture and feeding America. https://t.co/ajmrBq14cE"
RepMonicaDLC,1,"Calling all artists! The 2024 Congressional Art Competition is accepting applications now through mid-April. Are you a high school artist living in the 15th District? Submit your art for a chance to have it displayed in the Capitol for one year. Get more info at… https://t.co/GQfmDzZFJ5 https://t.co/Z5ChTamcpv"
RepMonicaDLC,1,"Today's vote not only averts a government shutdown at midnight tonight, but it also provides funding for 22,000 Border Patrol agents, $125 million for Border Patrol overtime pay, and a 25% increase for border security technology. The work doesn't stop to secure the border, but… https://t.co/C2GcuLI0DG https://t.co/ODdAbZ8o8T"
RepMonicaDLC,1,"I am proud to secure $500,000 for @utrgv's Rio Grande Valley Manufacturing Incubator. https://t.co/Lv4mUi12Zc"
RepMonicaDLC,1,"Mexico's breach of the 1944 Water Treaty has put the livelihood of more than 500 workers at risk, put our local agricultural economy at risk, and put our nation's food security at risk. It is time for the Biden Administration to act. https://t.co/DBEHghrSSD"
RepMonicaDLC,1,"We can and should provide our heroes with the opportunity to achieve home ownership and the American dream they fought to protect. @FinancialCmte https://t.co/COADFhwaHh"
RepMonicaDLC,1,"I am proud to secure $3 million for the Brooks County Public Safety Complex. https://t.co/q7CDtTbcI1"
RepMonicaDLC,1,"🌾 Facing challenges in agriculture? 🌾 Don't go through it alone. The Agristress Helpline is here to lend an ear and offer support. Whether it's stress from weather fluctuations, isolation, or financial pressures, your mental health matters. Call (833) 897-2474 now. Don't let… https://t.co/HtyQvCIgoV https://t.co/srCBIX1wF4"
RepMonicaDLC,1,"Multiple constituents have recently received assistance with travel-related documents at my office. On the left is Maria Carrasco, who stopped by the office to let my staff know she'd received her passport. On the right is constituent Candelaria Reyes Duran, who was able to… https://t.co/zQhNan4Pfk https://t.co/HIoCZsdEiy"
RepMonicaDLC,1,"Today, on National Agriculture Day, we take a moment to recognize and honor the invaluable contributions of our farmers, ranchers, and agricultural workers who feed America and power our economy in TX-15. 🌱✨ #agday24 https://t.co/we9a6CLR24"
RepMonicaDLC,1,"Need help with the federal government? My staff will host mobile office hours in Jim Wells County next week. Have questions? Call (956) 800-6069 or visit https://t.co/fgR7y6ZNNt. • Tuesday, March 19th, from 11:30 a.m. - 2:30 p.m.: Alice City Hall, 500 East Main Street https://t.co/rBEc1yLmU8"
RepMonicaDLC,1,"RT @EveningEdit: .@repdarrellissa  @RepMonicaDLC  @WheelerKaitlynn  @lizpeek  @FranceyHakes  @CherkaskyKatie  @RealBillStanton  @FredTecce…"
RepMonicaDLC,1,"I was honored to meet Hidalgo County educator Diego Hernandez Vargas this week in Washington. Thank you for your passion for educating our youth and public service. https://t.co/Fu7Ay84RWc"
RepMonicaDLC,1,"Congrats to my legislative director Truman Reed and the Congressional Team for defeating the lobbyists at last night’s Congressional Hockey Game for charity. https://t.co/xioByvK1k1"
RepMonicaDLC,1,"RT @RepBurgessOwens: President Biden took 94 executive actions in his first 100 days to dismantle border security. 3 years, 8.7M illegal cr…"
RepMonicaDLC,1,"I was proud to receive this congratulatory note from @GOPMajorityWhip after passage of H.Res. 1065, my fourth bill to pass the House this Congress. This resolution, which passed with bipartisan support, denounces President Biden's immigration policies and calls on the @POTUS to… https://t.co/6Hp3019I98 https://t.co/C3E0TDs9vI"
RepMonicaDLC,1,"In partnership with the Bipartisan Congressional Women’s Caucus and the @AJCGlobal, I met with victims who were held hostage by Hamas yesterday. Keren Munder, who was held hostage and released alongside her 9-year-old son and 78-year-old mother, is still awaiting the release of… https://t.co/qlN2c4fh6j https://t.co/PlGKIQp4lb"
RepMonicaDLC,1,"RT @RepGuthrie: Today I voted for @RepMonicaDLC’s resolution condemning Biden’s horrific border policies. We recently found out that the Bi…"
RepMonicaDLC,1,"H. Res. 1065 outlines a series of concerns regarding the Biden administration's approach to immigration, including the dismantling of effective border security measures, the mass release of illegal immigrants into American communities, and the refusal to utilize key authorities… https://t.co/cTfCqdwopd https://t.co/NgBHpN44RM"
RepMonicaDLC,1,"The current state of our nation's border security is unsustainable. The policies put forth by the Biden administration have resulted in the worst border security crisis in our nation's history, endangering our communities and straining our resources. This resolution underscores… https://t.co/PxXjbR9oc2 https://t.co/AGkU8PFFiO"
RepMonicaDLC,1,"RT @HouseDailyPress: The House is debating for up to one hour H. Res. 1065 – Denouncing the Biden administration’s immigration policies. (S…"
RepMonicaDLC,1,"Calling all artists! The 2024 Congressional Art Competition is accepting applications now through mid-April. Are you a high school artist living in the 15th District? Submit your art for a chance to have it displayed in the Capitol for one year. Get more info at… https://t.co/nNS29bVr6N https://t.co/Yx7V8Ty4lT"
RepMonicaDLC,1,"I am proud to bring dollars home to TX-15 to support public safety, improve water storage, and enhance the terminal at McAllen International Airport. See the full list of projects: https://t.co/HsKQ4movXR https://t.co/SaG9jkuarH"
RepMonicaDLC,1,"Need help with the federal government? My staff will host mobile office hours in Wilson, Guadalupe, and Live Oak Counties next week. Have questions? Call (956) 800-6069 or visit https://t.co/fgR7y6ZNNt.  ➡️ Tuesday, March 12th, from 1:30 - 4 p.m.: Floresville, Sam Fore Public… https://t.co/YP1U75RS29 https://t.co/DjF7UPBNKM"
RepMonicaDLC,1,"I’m sending my prayers to the families of the victims of Friday’s helicopter crash near La Grulla. This tragedy highlights the risks the men and women of law enforcement and the military face securing our border."
RepMonicaDLC,1,"On International Women’s Day, it is important to remember that women’s rights are bipartisan. That is why I’m proud to be vice chair of the bipartisan Congressional Women’s Caucus. I am leading the fight to pass legislation that supports women, families, and expands access to… https://t.co/sMLWMXE4ob https://t.co/wXgH8q4BEj"
RepMonicaDLC,1,"RT @SpeakerJohnson: Great job by @SenKatieBritt and @RepMonicaDLC last night in delivering the Republican responses to President Biden’s St…"
RepMonicaDLC,1,"Last night, I saw President Biden's disconnect from everyday Americans. Gas prices and grocery prices matter to Americans, not EV mandates. #SOTU #SOTU2024 https://t.co/osGruKLmdo"
RepMonicaDLC,1,"RT @FoxFriendsFirst: .@RepMonicaDLC Biden did not unite Americans with SOTU, he gave a 'political speech' https://t.co/MtNbWlMVmb"
RepMonicaDLC,1,"RT @MarioDB: La Congresista @RepMonicaDLC tiene razón.  El presidente dice que sus políticas de inmigración son humanas, pero no hay nada h…"
RepMonicaDLC,1,"RT @RepStefanik: Congratulations to @RepMonicaDLC on an incredible Spanish language response to Joe Biden who desperately tried to lie, mak…"
RepMonicaDLC,1,"El sueño americano ha sido una pesadilla desde 2021, con una frontera abierta, la inflación por las nubes, el fentanilo matando a nuestros hijos, y un presidente que está desconectado de la realidad. Estoy orgullosa de representar a los republicanos de la Cámara esta noche y… https://t.co/fxiko0CWDN https://t.co/r3R8Z1SnFR"
RepMonicaDLC,1,"Here are the facts: Under the Biden Administration, we've had an unprecedented border crisis. We have a broken economy with rising prices hitting the pocket books of single mothers and your abuelas. The president's policies are not working for the American people. #SOTU2024 #SOTU https://t.co/XpBm3D6j77 https://t.co/Yzp9mjnRlF"
RepMonicaDLC,1,"RT @RepStefanik: .@HouseGOP is proud to have strong Hispanic voices serving our country. @RepMonicaDLC embodies the American Dream as the f…"
RepMonicaDLC,1,"I am pleased to welcome Dr. Jim Garza of Edinburg to Washington for this event, where he can share his expertise with me and my colleagues and he can also hear directly from our nation’s leaders. His presence in Washington brings valuable insight into the lack of women’s health… https://t.co/1iASQ6MhDF https://t.co/5OOrvlyVLY"
RepMonicaDLC,1,"RT @SpeakerJohnson: I am pleased that @RepMonicaDLC will be delivering the Spanish language address to the nation Thursday night.  As the f…"
RepMonicaDLC,1,"Estoy orgullosa de entregar el discurso republicano a la Nación en español mañana por la noche. https://t.co/DBb3iWpTug"
RepMonicaDLC,1,"Calling all artists! The 2024 Congressional Art Competition is accepting applications now through mid-April. Are you a high school artist living in the 15th District? Submit your art for a chance to have it displayed in the Capitol for one year. Get more info at… https://t.co/hnQ31aR3m3 https://t.co/O0OOm5dUIK"
RepMonicaDLC,1,"RT @SandraESanchez: ON THE BORDER: closing of 51-year-old sugar mill — only 1 in Tx— sparks criticism for Mex not paying water debt to @usi…"
RepMonicaDLC,1,"RT @PhotogDina: NEW: After the recent end of 51 years of sugar production in the #RGV, @RepMonicaDLC, @JudgeCortez &amp; Valley farmers are dem…"
RepMonicaDLC,1,"Mexico's failure to deliver water guaranteed under the 1944 treaty with the U.S. puts people out of work. Yesterday, I called for the President and Secretary of State to Act so this year won't be the last for a sugar cane crop in South Texas. https://t.co/NCeLzr3DMe"
RepMonicaDLC,1,"On the Lars Larson Show, I called President Biden's trip to South Texas exactly what it was -- a photo op. It's time for the President to take the border seriously. Photo ops won't solve the problem. The House passed the Secure the Border Act. It's time for the Senate to pass it… https://t.co/1HtklC5UfP https://t.co/gsDUXnR0gH"
RepMonicaDLC,1,"The 15th Congressional District of Texas is blessed with a dedicated staff of caseworkers at our offices in McAllen and Seguin. If you need assistance with the federal government, simply call (956) 800-6069 or visit https://t.co/fgR7y6ZNNt. In addition, our team hosts staff… https://t.co/ooVPFWADSB https://t.co/YCNNpn232j"
RepMonicaDLC,1,"RT @FinancialCmte: #WATCH: @RepMonicaDLC speaks in support of her H.R. 7280 to require annual testimony from the @HUDgov IG.   ""We rely hea…"
RepMonicaDLC,1,"My office and I would like to extend our deepest sympathies and offer our prayers to the victims, families, ranches and farmers along with our first responders affected by the devastating north Texas fires.  We are heartbroken for our fellow Texans. https://t.co/K2iqomydFe"
RepMonicaDLC,1,"188 years looks good on you!   Happy Texas Independence Day! #dontmesswithtexas https://t.co/IL39yb4cbL"
RepMonicaDLC,1,"President Biden's visit to South Texas was nothing more than a photo op. The House passed the Secure the Border Act 10 months ago. It's time for the games to stop and for @POTUS to put our national security first. https://t.co/axiuWFI0i7"
RepMonicaDLC,1,"Today, the House @FinancialCmte passed my bill, the HUD Transparency Act, to ensure accountability of more than $70 billion appropriated to this executive department. To ensure that people in our communities who most need HUD assistance can get that assistance, it is imperative… https://t.co/b7wDCRpq9L https://t.co/azWa87RWMO"
RepMonicaDLC,1,"24 Members of Congress co-sponsored legislation calling on the Biden Administration to act. We cannot continue to let Mexico get away with violating the 1944 water treaty. Texas agriculture is at risk. https://t.co/3GDLz2koXC"
RepMonicaDLC,1,"Yesterday, I met with Hidalgo County Pct. 4 Commissioner Ellie Torres and Drainage District Manager Raul Sesin. We discussed ongoing drainage issues and toured current drainage improvement sites under construction. Thank you for the update on this vital project for Hidalgo… https://t.co/iUWrO3ZAoX https://t.co/C6brYhcfas"
RepMonicaDLC,1,"My staff enjoyed meeting with Seguin city leaders at a listening session focused on development standards and community input for city owned property. https://t.co/PUJuRIYrQM"
RepMonicaDLC,1,"It is far past time for @SecBlinken to step up and engage his counterpart in Mexico and force them to abide by the 1944 water treaty. The inaction of this administration and willful noncompliance by Mexico has cost Texas its last sugar mill and put hundreds out of work. https://t.co/P3Dx2Asb6y"
RepMonicaDLC,1,"I met with members of the @SouthTexasISD Board of Directors last week. Thank you for providing an important update on your work for our children. (From left to right: Yolanda Kamel, Congresswoman Monica De La Cruz, Sasha Crane, and Dr. Sylvia Sanchez Garza) https://t.co/2qDcPNlr6q"
RepMonicaDLC,1,"Calling all artists! The 2024 Congressional Art Competition is accepting applications now through mid-April. Are you a high school artist living in the 15th District? Submit your art for a chance to have it displayed in the Capitol for one year. Get more info at… https://t.co/lqirtXuJui https://t.co/VtWyXUne4Z"
