Username,Label,Tweet
GovTinaKotek,0,"Tax day is Monday. Don’t forget to file! Have questions about your Oregon taxes? Check out the Oregon Department of Revenue: https://t.co/NUGyYXAGlP https://t.co/35ACirG7KX"
GovTinaKotek,0,"The best way to honor Beverly Cleary’s birthday is to read a book! Reading is foundational to every student's success. That’s why I’m so committed to early childhood literacy. https://t.co/4dsFBaQkGO"
GovTinaKotek,0,"Oregon has to meet its carbon reduction goals. The Climate Protection Program is a key piece of that effort.   https://t.co/46FNHINeau"
GovTinaKotek,0,"Eid fitr saeed! I hope all who celebrate have a day filled with happiness and blessings. https://t.co/IIRlvwCbs7"
GovTinaKotek,0,"Appreciated the opportunity to discuss housing with other governors at a recent National Governors Association gathering.   Whether a community is big or small, rural or urban, the housing shortage has impacted everyone. https://t.co/TLrxH2h8sO"
GovTinaKotek,0,"Right-to-Repair is now the law in Oregon. That’s a win for consumers and the environment, and will help bridge our digital divide and support small businesses across our state. https://t.co/T67jeY4Le7"
GovTinaKotek,0,"Oregon has worked hard to support working families. I’m thrilled to see Oregon being a national leader! https://t.co/VmqVpf2hC8 https://t.co/llj3yAeLhU"
GovTinaKotek,0,"Very cool to see Enchanted Forest on this list. Don’t forget to vote by April 15th! https://t.co/9b1Eu2F5N0"
GovTinaKotek,0,"Love seeing the wheat we planted last year in Sherman County growing! https://t.co/4JZVW8qC83"
GovTinaKotek,0,"Believing in downtown Portland is also about believing in the success of Portland State University.  Thank you, Jordan Schnitzer, for your commitment to the arts, @Portland_State and Portland! https://t.co/E3AWdM9XYP"
GovTinaKotek,0,"Today, we celebrate the passage of campaign finance reform that Oregonians have been calling for. An excellent Oregon moment. https://t.co/7Wdb7OMDCH"
GovTinaKotek,0,"We need to protect our environment for generations to come. @ODOEnergy has $18 million in grant funding available for renewable energy or energy resilience projects.   Learn more: https://t.co/Do5s4ZQJTV https://t.co/tlIb5D2HnH"
GovTinaKotek,0,"Housing is a bipartisan issue. https://t.co/TgO6LlRxWl"
GovTinaKotek,0,"The new Abortion Access in Oregon website reaffirms that abortion remains legal and protected in our state. Check out the new website from @OHAOregon here: https://t.co/850uIv655n https://t.co/l7vFlr1mTq"
GovTinaKotek,0,"Love the cherry blossoms in Salem this time of year!  📷 credit: ODAV Director Kenji Sugahara https://t.co/PgFy3rnEs7"
GovTinaKotek,0,"Offshore wind can play a critical role in meeting our state’s goal of 100% renewable energy by 2040.   HB 4080 will help Oregon take the next step to work with communities on the South Coast. https://t.co/MJgBw2hV0K"
GovTinaKotek,0,"Thank you to Chair Pigsley and the Confederated Tribes of the Siletz Indians for welcoming us into their community.   From behavioral health to housing, we got to see how the Tribe is taking on tough issues and learned so much about their history and culture. https://t.co/vnqqavCU3l"
GovTinaKotek,0,"To every trans and nonbinary Oregonian: Thank you for being your authentic self. I will never stop working to make sure Oregon is a place where you can be yourself. https://t.co/bKi2TkTnk2"
GovTinaKotek,0,"Wishing all who celebrate a Happy Easter! https://t.co/nQ8gXIdDG6"
GovTinaKotek,0,"There’s no place like Providence Park for the home opener. Thank you @thornsfc for having the First Lady and I join you! https://t.co/QL5CH242dr"
GovTinaKotek,0,"Love watching all of the Oregon schools representing our state this March Madness. Congrats to @OregonMBB and @UPortland on their hard fought games.   And can't wait to watch @BeaverWBB in the Sweet Sixteen!"
GovTinaKotek,0,"A day to celebrate an Oregon civil rights hero, reflect on past injustices, and build a better future for everyone.   https://t.co/XYZKHHPiPR"
GovTinaKotek,0,"Today, the Supreme Court is hearing arguments in a case that would once again threaten Oregonians’ access to reproductive health care. I join my fellow Governors in the Reproductive Freedom Alliance and urge the Supreme Court to side with medical experts and decades of science. https://t.co/nMJfkrwZd0"
GovTinaKotek,0,"Loved getting to join @trailblazers for their Women’s History celebration! It was great to be with so many women leaders. And a big congratulations to Bev Smith, who received their hometown hero award. https://t.co/BqTUyRnAdW"
GovTinaKotek,0,"The First Lady and I so enjoyed attending the Imperial Sovereign Court of the Willamette Empire’s recent coronation event. Congratulations Empress 45 Mulan Rouge for a successful year, and thank you to the Court and supporters for your community spirit! https://t.co/SsTBPJ1NRF"
