Username,Label,Tweet
AmbassadorTai,0,"Look up! (but not directly) ☀️😎 https://t.co/XhBSdgLaih"
AmbassadorTai,0,"Today, we honor César Chávez’s legacy of fighting for and empowering workers. As President Biden so eloquently put, “every worker—no matter who they are, where they are, or what they do—deserves dignity and respect.”  https://t.co/5EriFLkedJ"
AmbassadorTai,0,"Today, I celebrate three years since I was sworn in as the 19th United States Trade Representative. This job is truly an honor and a privilege, and I am incredibly proud of all the work @ustraderep has done in these past few years. More to come! https://t.co/WHS4eUJmtB"
AmbassadorTai,0,"We will never forget March 16, 2021, and the families and loved ones of all those affected by the senseless murders that day. Let’s do everything in our power to ensure all Americans can live without fear and with dignity. https://t.co/QxJBAlxu3P"
AmbassadorTai,0,"USTR and the Biden-Harris Administration are fighting every day to put working families first, rebuild American manufacturing, and strengthen our supply chains. I look forward to reviewing this petition in detail. https://t.co/3DFpI1YZ6d"
AmbassadorTai,0,"Thanks for having me at #RES2024, @ncaied! Our trade policies are made better when they are inclusive of Indigenous voices and perspectives, and I appreciated the opportunity to share our work with you and learn from you. https://t.co/J1aeJLSkCK"
AmbassadorTai,0,"RT @POTUS: Three years ago today, I signed the American Rescue Plan into law – kicking off the strongest jobs recovery on American record,…"
AmbassadorTai,0,".@SecFudge has been a tremendous leader for HUD, and a wonderful colleague in the Biden-Harris Administration. I congratulate and commend her for her steadfast commitment to public service and the American people."
AmbassadorTai,0,".@POTUS is delivering on a bottom-up and middle-out economy that provides more opportunity to all Americans across the country — not just the lucky few. https://t.co/eZQorTW8Bv"
AmbassadorTai,0,"Last month we saw 275,000 jobs created:  🏥67,000 in Healthcare ⚖️52,000 in Government 🍴42,000 in Restaurants/Bars 🤝24,000 in Social Assistance 👷23,000 in Construction 🚚20,000 in Transportation and Warehousing 💵19,000 in Retail  This is Bidenomics at work."
AmbassadorTai,0,"On International Women’s day, we celebrate all women who advocate for equity, diversity, and inclusion, who refuse to settle for the status quo. I will stand with you until there is no ceiling to shatter and no field to level. https://t.co/FwSoOVjMsM"
AmbassadorTai,0,"RT @POTUS: Four years ago, our country was hit by the worst pandemic and economic crisis in a century.  Together, we achieved 15 million ne…"
AmbassadorTai,0,"Record low trade deficits with China. A strengthened economy. Revitalized partnerships and alliances. That’s @POTUS’ leadership at work. #SOTU"
AmbassadorTai,0,".@POTUS: Now, instead of importing foreign products and exporting American jobs, we're exporting American products and creating American jobs right here in America, where they belong. #SOTU https://t.co/z23Jzo489r"
AmbassadorTai,0,"👋 https://t.co/8OqCZvAyYG"
AmbassadorTai,0,"Excited to meet with @VDombrovskis and @Vestager for our sixth Trade and Technology Council (TTC) Ministerial Meeting next month in Leuven, 🇧🇪. Looking forward to working together on this essential platform to drive transatlantic cooperation toward a safer, more prosperous world."
AmbassadorTai,0,"RT @NOIweala: Excellent meeting with H.E USTR @AmbassadorTai, Amb Maria Pagan and the US delegation. Preparing for #MC13 https://t.co/oLuOA…"
AmbassadorTai,0,"RT @USEmbassySuva: 🇺🇸🤝🇫🇯 Deputy Prime Minister @KamikamicaM met @USTradeRep @AmbassadorTai at @wto #WTOMC13AbuDhabi. They discussed opportu…"
AmbassadorTai,0,"RT @EXIMChair: EXIM has played a pivotal role in supporting US exporters &amp; jobs for 90 years. Honored to celebrate at the @WhiteHouse w/ fo…"
AmbassadorTai,0,"Happy Valentine’s Day! https://t.co/ok0pqVoUV7"
AmbassadorTai,0,"RT @USTRSpox: ICYMI: 87 members of Congress joined Rep. @rosadelauro to send a letter to @POTUS praising the Administration and @Ambassador…"
AmbassadorTai,0,"We have a lot to learn from one another. It’s important that we continue to have exchanges like this in order to get digital trade right for people in the U.S. and around the world. (4/4)"
AmbassadorTai,0,"In particular, I appreciate the civil rights community for creating the space and to sharing thoughtful insights about empowering workers, consumers, and creators and defending democracy in a digital world."
AmbassadorTai,0,"It is our administration’s priority to connect and align human experiences and potential participation in our economy with all our trade policies, including on digital trade."
AmbassadorTai,0,"🧵Last week, @civilrightsorg and the Center for Civil Rights and Technology, invited me to discuss how to put everyday people at the center of our digital trade policies. https://t.co/nR7YBz3SWY"
